cik,company_name,ticker,ipo_date,ipo_year,founding_year,years_to_ipo,total_pre_ipo_capital_m,num_rounds_detected,capital_efficiency_m,pre_ipo_trial_count,pre_ipo_max_phase_rank,pre_ipo_conditions_targeted,pipeline_concentration,pre_ipo_had_terminated_or_withdrawn,pre_ipo_patent_count,ip_density,pubmed_pre_ipo_count,bucket,exit_reason,exit_subtype,sic,sic_description
0001714899,Denali Therapeutics Inc,DNLI,2017-12-08,2017.0,2015.0,2.0,300.4,2,150.2,2,1.0,1,2.0,False,8,4.0,52,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001708688,InflaRx NV (Fireman BV?),IFRX,2017-11-08,2017.0,2007.0,10.0,,0,,0,,0,,False,0,,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001701108,Spero Therapeutics Inc,SPRO,2017-11-02,2017.0,2013.0,4.0,0.1,2,0.02,2,1.0,1,2.0,False,0,0.0,40,actively_filing,,,2834.0,Pharmaceutical Preparations
0001649904,Rhythm Pharmaceuticals Inc,RYTM,2017-10-05,2017.0,2013.0,4.0,81.0,1,20.25,9,3.0,11,0.82,False,16,1.778,1363,actively_filing,,,2834.0,Pharmaceutical Preparations
0001655759,Arvinas Holding Co LLC,ARVN,2018-09-27,2018.0,2015.0,3.0,15.3,1,5.1,0,,0,,False,9,inf,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001746466,Equillium,EQ,2018-10-12,2018.0,2017.0,1.0,,0,,0,,0,,False,0,,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001711279,Krystal Biotech Inc,KRYS,2017-09-20,2017.0,2015.0,2.0,7.0,1,3.5,0,,0,,False,1,inf,0,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001729427,CNS Pharmaceuticals Inc,CNSP,2019-11-08,2019.0,2017.0,2.0,,0,,0,,0,,False,0,,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001563577,Galera Therapeutics Inc,GRTX,2019-11-07,2019.0,2012.0,7.0,,0,,12,3.0,10,1.2,False,5,0.417,75,actively_filing,,,2834.0,Pharmaceutical Preparations
0001759138,Cabaletta Bio Inc,CABA,2019-10-25,2019.0,2017.0,2.0,50.0,2,25.0,0,,0,,False,0,,0,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001783183,Phathom Pharmaceuticals Inc,PHAT,2019-10-25,2019.0,2018.0,1.0,,0,,0,,0,,False,0,,7,actively_filing,,,2834.0,Pharmaceutical Preparations
0001706431,Vir Biotechnology Inc,VIR,2019-10-11,2019.0,2016.0,3.0,327.6,2,109.2,2,2.0,2,1.0,False,1,0.5,0,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001776985,BioNTech SE,BNTX,2019-10-10,2019.0,2008.0,11.0,,0,,3,1.0,9,0.33,False,44,14.667,0,stalled_filing,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001781983,Aprea Therapeutics Inc,APRE,2019-10-03,2019.0,2003.0,16.0,62.3,2,3.89,6,3.0,7,0.86,True,0,0.0,39,actively_filing,,,2834.0,Pharmaceutical Preparations
0001759425,Mirum Pharmaceuticals Inc,MIRM,2019-07-18,2019.0,2018.0,1.0,103.8,1,103.8,20,3.0,16,1.25,True,0,0.0,1,actively_filing,,,2834.0,Pharmaceutical Preparations
0001680581,Fulcrum Therapeutics Inc,FULC,2019-07-18,2019.0,2015.0,4.0,105.1,2,26.28,0,,0,,False,2,inf,35,actively_filing,,,2834.0,Pharmaceutical Preparations
0001743881,BridgeBio Pharma Inc,BBIO,2019-06-27,2019.0,2015.0,4.0,501.7,1,125.42,0,,0,,False,0,,2,actively_filing,,,2834.0,Pharmaceutical Preparations
0001623526,Stoke Therapeutics Inc,STOK,2019-06-19,2019.0,2014.0,5.0,90.0,2,18.0,0,,0,,False,2,inf,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001581280,Twist Bioscience Corp,TWST,2018-10-31,2018.0,2013.0,5.0,,0,,0,,0,,False,25,inf,25,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001761612,Bicycle Therapeutics Ltd,BCYC,2019-05-23,2019.0,2009.0,10.0,,0,,0,,0,,False,8,inf,15,actively_filing,,,2834.0,Pharmaceutical Preparations
0001676725,Ideaya Biosciences Inc,IDYA,2019-05-23,2019.0,2015.0,4.0,,0,,0,,0,,False,0,,8,actively_filing,,,2834.0,Pharmaceutical Preparations
0001661059,NextCure Inc,NXTC,2019-05-09,2019.0,2015.0,4.0,93.4,2,23.35,1,2.0,9,0.11,False,0,0.0,3,actively_filing,,,2834.0,Pharmaceutical Preparations
0001408443,Milestone Pharmaceuticals Inc,MIST,2019-05-09,2019.0,2003.0,16.0,148.8,1,9.3,4,3.0,2,2.0,True,0,0.0,194,actively_filing,,,2834.0,Pharmaceutical Preparations
0001563880,Trevi Therapeutics Inc,TRVI,2019-05-07,2019.0,2011.0,8.0,50.5,3,6.31,7,3.0,7,1.0,False,5,0.714,15,actively_filing,,,2834.0,Pharmaceutical Preparations
0001357874,Precision Biosciences Inc,DTIL,2019-03-28,2019.0,2006.0,13.0,220.0,2,16.92,0,,0,,False,23,inf,0,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001728117,Gossamer Bio Inc,GOSS,2019-02-08,2019.0,2003.0,16.0,310.0,2,19.38,0,,0,,False,0,,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001653087,Alector Inc,ALEC,2019-02-07,2019.0,1997.0,22.0,133.2,3,6.05,2,1.0,3,0.67,False,9,4.5,10,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001711754,Inmune Bio Inc,INMB,2019-02-04,2019.0,1972.0,47.0,,0,,0,,0,,False,0,,0,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001723980,China Sxt Pharms Inc,SXTC,2019-01-04,2019.0,2006.0,13.0,,0,,0,,0,,False,0,,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001682852,Moderna Inc,MRNA,2018-12-07,2018.0,2010.0,8.0,,0,,0,,0,,False,49,inf,107,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001709626,NuCana plc,NCNA,2017-09-28,2017.0,1997.0,20.0,,0,,0,,0,,False,13,inf,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001737287,Allogene Therapeutics Inc.,ALLO,2018-10-11,2018.0,2017.0,1.0,600.0,1,600.0,0,,0,,False,1,inf,4,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001704292,Zai Lab Ltd,ZLAB,2017-09-20,2017.0,2013.0,4.0,,0,,4,3.0,6,0.67,False,0,0.0,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001590560,uniQure BV,QURE,2014-02-05,2014.0,1998.0,16.0,,0,,1,2.0,1,1.0,False,7,7.0,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001512762,Coherus Biosciences Inc,CHRS,2014-11-06,2014.0,2010.0,4.0,42.6,2,10.65,0,,0,,False,7,inf,0,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001582313,Xenon Pharmaceuticals Inc,XENE,2014-11-05,2014.0,1996.0,18.0,,0,,5,2.0,5,1.0,False,85,17.0,42,actively_filing,,,2834.0,Pharmaceutical Preparations
0001612940,ProQR Therapeutics BV,PRQR,2014-09-18,2014.0,2012.0,2.0,,0,,0,,0,,False,1,inf,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001393434,Ocular Therapeutix Inc,OCUL,2014-07-24,2014.0,2006.0,8.0,23.8,2,2.98,8,3.0,9,0.89,False,0,0.0,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001598646,Minerva Neurosciences Inc,NERV,2014-07-01,2014.0,2007.0,7.0,,0,,0,,0,,False,1,inf,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001437402,Ardelyx Inc,ARDX,2014-06-19,2014.0,2007.0,7.0,,0,,14,3.0,11,1.27,False,8,0.571,5,actively_filing,,,2834.0,Pharmaceutical Preparations
0001341235,Aldeyra Therapeutics Inc,ALDX,2014-05-02,2014.0,2004.0,10.0,30.0,2,3.0,0,,0,,False,4,inf,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001178253,SCYNEXIS Inc,SCYX,2014-05-02,2014.0,1999.0,15.0,2.8,1,0.19,2,2.0,2,1.0,False,13,6.5,35,actively_filing,,,2834.0,Pharmaceutical Preparations
0001515673,Ultragenyx Pharmaceutical,RARE,2014-01-31,2014.0,2010.0,4.0,,0,,9,2.0,12,0.75,True,4,0.444,3,actively_filing,,,2834.0,Pharmaceutical Preparations
0001626878,XBiotech Inc,XBIT,2015-04-15,2015.0,2005.0,10.0,,0,,0,,0,,False,17,inf,5,actively_filing,,,2834.0,Pharmaceutical Preparations
0001326732,Xencor Inc,XNCR,2013-12-02,2013.0,1997.0,16.0,146.8,2,9.18,2,1.0,4,0.5,False,93,46.5,44,actively_filing,,,2834.0,Pharmaceutical Preparations
0001503802,Karyopharm Therapeutics,KPTI,2013-11-06,2013.0,2008.0,5.0,,0,,3,1.0,3,1.0,False,7,2.333,3,actively_filing,,,2834.0,Pharmaceutical Preparations
0001125345,MacroGenics,MGNX,2013-10-10,2013.0,2000.0,13.0,12.0,1,0.92,13,3.0,20,0.65,True,61,4.692,16,actively_filing,,,2834.0,Pharmaceutical Preparations
0001434316,Fate Therapeutics,FATE,2013-10-01,2013.0,2007.0,6.0,24.1,2,4.02,3,2.0,7,0.43,True,7,2.333,217,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001434868,Esperion Therapeutics Inc,ESPR,2013-06-25,2013.0,1998.0,15.0,17.0,1,1.13,6,2.0,6,1.0,False,41,6.833,19,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001177648,Enanta Pharmaceuticals Inc,ENTA,2013-03-20,2013.0,1995.0,18.0,,0,,2,2.0,2,1.0,False,146,73.0,16,actively_filing,,,2834.0,Pharmaceutical Preparations
0001555280,Zoetis Inc,ZTS,2013-01-31,2013.0,1952.0,61.0,,0,,0,,0,,False,52,inf,27,actively_filing,,,2834.0,Pharmaceutical Preparations
0001479419,Kala Pharmaceuticals Inc,KALA,2017-07-20,2017.0,2009.0,8.0,67.9,2,8.49,7,3.0,7,1.0,False,24,3.429,221,actively_filing,,,2834.0,Pharmaceutical Preparations
0001612042,Ascendis Pharma A/S,ASND,2015-01-28,2015.0,2006.0,9.0,,0,,4,2.0,4,1.0,True,21,5.25,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001517022,Akebia Therapeutics Inc,AKBA,2014-03-20,2014.0,2007.0,7.0,5.0,1,0.71,5,2.0,4,1.25,False,9,1.8,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001674416,CRISPR Therapeutics AG,CRSP,2016-10-19,2016.0,2013.0,3.0,144.6,1,48.2,0,,0,,False,0,,0,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001395937,Syndax Pharmaceuticals Inc,SNDX,2016-03-03,2016.0,2005.0,11.0,49.0,2,4.45,9,2.0,14,0.64,True,1,0.111,3,actively_filing,,,2834.0,Pharmaceutical Preparations
0001636651,Ovid Therapeutics Inc,OVID,2017-05-05,2017.0,2014.0,3.0,75.6,2,25.2,0,,0,,False,10,inf,14,actively_filing,,,2834.0,Pharmaceutical Preparations
0001607678,Viking Therapeutics Inc,VKTX,2015-04-29,2015.0,2012.0,3.0,,0,,0,,0,,False,0,,21,actively_filing,,,2834.0,Pharmaceutical Preparations
0001668243,Urogen Pharma Ltd,URGN,2017-05-04,2017.0,2004.0,13.0,,0,,9,3.0,14,0.64,True,7,0.778,4,actively_filing,,,2834.0,Pharmaceutical Preparations
